chrom	pos	side	support	median_mapq	median_cliplen	example_reads	genes
chr22	29259486	L	1	255	34	A01045:715:HMN2KDSX2:3:1254:25382:6464	
chr22	29259569	R	6	255	28	A01045:715:HMN2KDSX2:3:1517:28953:31845,A01045:715:HMN2KDSX2:3:2308:3197:11443,A01045:715:HMN2KDSX2:3:2522:19913:16720	
chr22	29259975	L	3	255	48	A01045:715:HMN2KDSX2:3:2276:12319:9862,A01045:715:HMN2KDSX2:3:1213:2230:1219,A01045:715:HMN2KDSX2:3:1441:18186:22341	RHBDD3
chr22	29260016	L	1	255	21	A01045:715:HMN2KDSX2:3:1162:14769:16548	RHBDD3
chr22	29260111	R	2	255	72	A01045:715:HMN2KDSX2:3:1441:18186:22341,A01045:715:HMN2KDSX2:3:1542:5891:9533	RHBDD3
chr22	29260162	L	1	255	28	A01045:715:HMN2KDSX2:3:2615:32072:14763	RHBDD3
chr22	29260283	R	1	255	28	A01045:715:HMN2KDSX2:3:2615:32072:14763	RHBDD3
chr22	29260330	L	6	255	58	A01045:715:HMN2KDSX2:3:1377:10664:4241,A01045:715:HMN2KDSX2:3:1672:31494:4711,A01045:715:HMN2KDSX2:3:1201:9082:16595	RHBDD3
chr22	29260357	R	1	255	21	A01045:715:HMN2KDSX2:3:1474:10330:35509	RHBDD3
chr22	29260400	L	3	255	46	A01045:715:HMN2KDSX2:3:2418:2835:5400,A01045:715:HMN2KDSX2:3:1112:9182:25097,A01045:715:HMN2KDSX2:3:1528:18927:2425	RHBDD3
chr22	29260460	L	4	255	47	A01045:715:HMN2KDSX2:3:1434:13512:28338,A01045:715:HMN2KDSX2:3:2306:15528:11130,A01045:715:HMN2KDSX2:3:1271:16197:9471	RHBDD3
chr22	29260476	R	7	255	25	A01045:715:HMN2KDSX2:3:1275:13196:21433,A01045:715:HMN2KDSX2:3:2238:13919:15358,A01045:715:HMN2KDSX2:3:2238:13928:15374	RHBDD3
chr22	29260562	R	3	255	70	A01045:715:HMN2KDSX2:3:1261:32994:24314,A01045:715:HMN2KDSX2:3:1643:15112:19053,A01045:715:HMN2KDSX2:3:2245:26793:2895	RHBDD3
chr22	29260627	R	2	255	86	A01045:715:HMN2KDSX2:3:1244:19587:15342,A01045:715:HMN2KDSX2:3:1575:9842:32628	RHBDD3
chr22	29260674	L	2	255	58	A01045:715:HMN2KDSX2:3:1174:21956:16063,A01045:715:HMN2KDSX2:3:1322:16405:27555	RHBDD3
chr22	29260691	R	2	255	92	A01045:715:HMN2KDSX2:3:1661:24343:31688,A01045:715:HMN2KDSX2:3:2570:1913:33082	RHBDD3
chr22	29260797	R	4	255	32	A01045:715:HMN2KDSX2:3:1322:16405:27555,A01045:715:HMN2KDSX2:3:1252:6271:12696,A01045:715:HMN2KDSX2:3:1271:16197:9471	RHBDD3
chr22	29260806	L	4	255	33	A01045:715:HMN2KDSX2:3:1238:17716:33144,A01045:715:HMN2KDSX2:3:1675:8558:36198,A01045:715:HMN2KDSX2:3:1213:4490:1658	RHBDD3
chr22	29260871	R	2	255	73	A01045:715:HMN2KDSX2:3:2143:30951:5118,A01045:715:HMN2KDSX2:3:1238:17716:33144	RHBDD3
chr22	29260874	L	2	255	41	A01045:715:HMN2KDSX2:3:2206:18593:21856,A01045:715:HMN2KDSX2:3:2561:25418:24345	RHBDD3
chr22	29260921	L	2	255	71	A01045:715:HMN2KDSX2:3:1336:23068:28729,A01045:715:HMN2KDSX2:3:2648:19180:18615	ENSG00000237015
chr22	29261000	L	3	255	25	A01045:715:HMN2KDSX2:3:2149:6668:1485,A01045:715:HMN2KDSX2:3:1613:6171:22795,A01045:715:HMN2KDSX2:3:1613:2573:26584	ENSG00000237015
chr22	29261006	R	1	255	33	A01045:715:HMN2KDSX2:3:2561:25418:24345	ENSG00000237015
chr22	29261084	R	4	255	59	A01045:715:HMN2KDSX2:3:2305:4969:10097,A01045:715:HMN2KDSX2:3:2149:6668:1485,A01045:715:HMN2KDSX2:3:1613:6171:22795	ENSG00000237015
chr22	29261191	L	4	255	47	A01045:715:HMN2KDSX2:3:2462:10276:13119,A01045:715:HMN2KDSX2:3:1322:18982:1548,A01045:715:HMN2KDSX2:3:1430:13413:30013	ENSG00000237015
chr22	29261281	L	2	255	89	A01045:715:HMN2KDSX2:3:1350:12789:27774,A01045:715:HMN2KDSX2:3:2141:22571:17942	ENSG00000237015
chr22	29261349	R	3	255	46	A01045:715:HMN2KDSX2:3:2639:4996:9361,A01045:715:HMN2KDSX2:3:1403:17029:33520,A01045:715:HMN2KDSX2:3:1409:23927:14622	ENSG00000237015
chr22	29261408	R	2	255	93	A01045:715:HMN2KDSX2:3:1251:12644:27398,A01045:715:HMN2KDSX2:3:1307:22110:26882	ENSG00000237015
chr22	29261520	L	3	255	26	A01045:715:HMN2KDSX2:3:2101:3730:11083,A01045:715:HMN2KDSX2:3:1462:6994:15233,A01045:715:HMN2KDSX2:3:2533:11659:23500	ENSG00000237015
chr22	29261611	R	5	255	22	A01045:715:HMN2KDSX2:3:1605:15212:11710,A01045:715:HMN2KDSX2:3:2653:11369:3834,A01045:715:HMN2KDSX2:3:2442:19099:24392	ENSG00000237015
chr22	29261693	L	4	255	57	A01045:715:HMN2KDSX2:3:1314:19063:19883,A01045:715:HMN2KDSX2:3:2135:5828:36824,A01045:715:HMN2KDSX2:3:2430:1958:18129	ENSG00000237015
chr22	29261902	L	1	255	23	A01045:715:HMN2KDSX2:3:1111:31494:15546	ENSG00000237015
chr22	29261937	R	3	255	88	A01045:715:HMN2KDSX2:3:1511:16839:12900,A01045:715:HMN2KDSX2:3:1511:16306:13072,A01045:715:HMN2KDSX2:3:2353:32316:30436	ENSG00000237015
chr22	29261977	L	1	255	24	A01045:715:HMN2KDSX2:3:1416:20591:5024	ENSG00000237015
chr22	29262073	L	3	255	45	A01045:715:HMN2KDSX2:3:1555:12599:33614,A01045:715:HMN2KDSX2:3:1332:31250:24737,A01045:715:HMN2KDSX2:3:1555:12635:33614	
chr22	29262102	R	1	255	24	A01045:715:HMN2KDSX2:3:1416:20591:5024	
chr22	29262144	L	2	255	25	A01045:715:HMN2KDSX2:3:2408:13792:11976,A01045:715:HMN2KDSX2:3:2278:1741:16595	
chr22	29262159	R	7	255	52	A01045:715:HMN2KDSX2:3:2447:12879:31219,A01045:715:HMN2KDSX2:3:1463:28537:1470,A01045:715:HMN2KDSX2:3:2428:17797:28870	
chr22	29262288	L	1	255	79	A01045:715:HMN2KDSX2:3:2156:14534:25410	
chr22	29263599	R	2	255	94	A01045:715:HMN2KDSX2:3:1206:9634:32706,A01045:715:HMN2KDSX2:3:1424:17345:28181	
chr22	29263917	R	2	255	47	A01045:715:HMN2KDSX2:3:1368:21079:16329,A01045:715:HMN2KDSX2:3:2206:18593:21856	
chr22	29264023	R	3	255	74	A01045:715:HMN2KDSX2:3:2537:23610:7216,A01045:715:HMN2KDSX2:3:1332:30861:25755,A01045:715:HMN2KDSX2:3:1433:28167:36119	
chr22	29264123	L	1	255	40	A01045:715:HMN2KDSX2:3:2524:23294:33599	
chr22	29264229	L	4	255	82	A01045:715:HMN2KDSX2:3:1109:22290:2331,A01045:715:HMN2KDSX2:3:1464:24189:1767,A01045:715:HMN2KDSX2:3:2235:6216:17206	
chr22	29264230	R	2	255	68	A01045:715:HMN2KDSX2:3:1124:8178:30185,A01045:715:HMN2KDSX2:3:2524:23294:33599	
chr22	29264818	R	2	255	67	A01045:715:HMN2KDSX2:3:1160:10691:14685,A01045:715:HMN2KDSX2:3:1208:21920:1720	
chr22	29265017	L	2	255	49	A01045:715:HMN2KDSX2:3:2240:30300:26850,A01045:715:HMN2KDSX2:3:1653:25373:31156	
chr22	29265127	R	1	255	42	A01045:715:HMN2KDSX2:3:1653:25373:31156	
chr22	29265201	R	1	255	37	A01045:715:HMN2KDSX2:3:2166:13838:36448	
chr22	29265253	L	1	255	45	A01045:715:HMN2KDSX2:3:1438:20157:34898	
chr22	29265357	R	1	255	45	A01045:715:HMN2KDSX2:3:1438:20157:34898	
chr22	29265434	L	1	255	26	A01045:715:HMN2KDSX2:3:1430:3721:13667	
chr22	29265526	L	1	255	46	A01045:715:HMN2KDSX2:3:1349:23384:29371	
chr22	29265629	R	1	255	46	A01045:715:HMN2KDSX2:3:1349:23384:29371	
chr22	29267499	L	3	255	25	A01045:715:HMN2KDSX2:3:2273:2962:1360,A01045:715:HMN2KDSX2:3:2335:28438:33489,A01045:715:HMN2KDSX2:3:2434:12653:12696	
chr22	29267794	R	3	255	24	A01045:715:HMN2KDSX2:3:2273:2962:1360,A01045:715:HMN2KDSX2:3:2335:28438:33489,A01045:715:HMN2KDSX2:3:2434:12653:12696	
chr22	29267964	R	1	255	36	A01045:715:HMN2KDSX2:3:2125:30120:2018	
chr22	29268340	L	3	255	40	A01045:715:HMN2KDSX2:3:1142:6587:12774,A01045:715:HMN2KDSX2:3:1469:23755:29262,A01045:715:HMN2KDSX2:3:1336:24994:15060	EWSR1
chr22	29272226	L	4	255	30	A01045:715:HMN2KDSX2:3:2654:18168:19648,A01045:715:HMN2KDSX2:3:1274:12780:15295,A01045:715:HMN2KDSX2:3:1630:17788:3208	EWSR1
chr22	29272426	L	4	255	43	A01045:715:HMN2KDSX2:3:1359:14778:23672,A01045:715:HMN2KDSX2:3:1640:7862:20870,A01045:715:HMN2KDSX2:3:1621:3531:13088	EWSR1
chr22	29272432	R	3	255	49	A01045:715:HMN2KDSX2:3:1454:28637:30232,A01045:715:HMN2KDSX2:3:2139:18638:31234,A01045:715:HMN2KDSX2:3:1469:23755:29262	EWSR1
chr22	29273759	L	7	255	34	A01045:715:HMN2KDSX2:3:2554:25681:23390,A01045:715:HMN2KDSX2:3:1647:4463:32174,A01045:715:HMN2KDSX2:3:2160:21287:5979	EWSR1
chr22	29273766	R	6	255	36	A01045:715:HMN2KDSX2:3:1142:6587:12774,A01045:715:HMN2KDSX2:3:2654:18168:19648,A01045:715:HMN2KDSX2:3:1336:24994:15060	EWSR1
chr22	29273816	R	3	255	41	A01045:715:HMN2KDSX2:3:2173:4689:17503,A01045:715:HMN2KDSX2:3:1359:14778:23672,A01045:715:HMN2KDSX2:3:1640:7862:20870	EWSR1
chr22	29273819	L	8	255	40	A01045:715:HMN2KDSX2:3:1254:27507:9361,A01045:715:HMN2KDSX2:3:2423:22064:2754,A01045:715:HMN2KDSX2:3:1257:16396:23563	EWSR1
chr22	29273866	R	1	255	74	A01045:715:HMN2KDSX2:3:1254:27507:9361	EWSR1
chr22	29278041	R	3	255	32	A01045:715:HMN2KDSX2:3:1605:19949:25332,A01045:715:HMN2KDSX2:3:2211:1244:5337,A01045:715:HMN2KDSX2:3:2661:12409:28181	EWSR1
chr22	29278054	L	9	255	25	A01045:715:HMN2KDSX2:3:1525:22833:33708,A01045:715:HMN2KDSX2:3:2102:15501:35822,A01045:715:HMN2KDSX2:3:1265:13973:1235	EWSR1
chr22	29278086	L	11	255	45	A01045:715:HMN2KDSX2:3:1129:11840:1642,A01045:715:HMN2KDSX2:3:1202:23466:26882,A01045:715:HMN2KDSX2:3:1154:24207:13479	EWSR1
chr22	29278093	R	7	255	40	A01045:715:HMN2KDSX2:3:1257:16396:23563,A01045:715:HMN2KDSX2:3:1628:21612:15593,A01045:715:HMN2KDSX2:3:1678:14742:2973	EWSR1
chr22	29278157	L	6	255	46	A01045:715:HMN2KDSX2:3:1562:20401:30686,A01045:715:HMN2KDSX2:3:1456:13792:22310,A01045:715:HMN2KDSX2:3:1254:32588:23296	EWSR1
chr22	29278197	R	16	255	29	A01045:715:HMN2KDSX2:3:1110:14100:29387,A01045:715:HMN2KDSX2:3:2438:19669:8531,A01045:715:HMN2KDSX2:3:1265:13973:1235	EWSR1
chr22	29278304	R	1	255	32	A01045:715:HMN2KDSX2:3:2531:3305:15953	EWSR1
chr22	29279602	R	1	255	31	A01045:715:HMN2KDSX2:3:2103:12274:2300	EWSR1
chr22	29280651	L	1	255	57	A01045:715:HMN2KDSX2:3:2152:15049:20885	EWSR1
chr22	29280689	R	6	255	26	A01045:715:HMN2KDSX2:3:1323:26196:32988,A01045:715:HMN2KDSX2:3:1634:10737:36025,A01045:715:HMN2KDSX2:3:2601:30798:1783	EWSR1
chr22	29280733	L	2	255	49	A01045:715:HMN2KDSX2:3:1140:16821:21887,A01045:715:HMN2KDSX2:3:1162:9643:35102	EWSR1
chr22	29280833	R	2	255	49	A01045:715:HMN2KDSX2:3:1140:16821:21887,A01045:715:HMN2KDSX2:3:1162:9643:35102	EWSR1
chr22	29281327	R	1	255	69	A01045:715:HMN2KDSX2:3:2313:4426:3051	EWSR1
chr22	29281586	R	1	255	22	A01045:715:HMN2KDSX2:3:2226:7301:26725	EWSR1
chr22	29281746	L	1	255	81	A01045:715:HMN2KDSX2:3:1450:14479:27539	EWSR1
chr22	29282400	L	6	255	56	A01045:715:HMN2KDSX2:3:2535:4273:27148,A01045:715:HMN2KDSX2:3:1139:27046:34491,A01045:715:HMN2KDSX2:3:1425:30463:35462	EWSR1
chr22	29282434	R	7	255	26	A01045:715:HMN2KDSX2:3:1562:20401:30686,A01045:715:HMN2KDSX2:3:2569:25717:17754,A01045:715:HMN2KDSX2:3:1640:21775:26271	EWSR1
chr22	29282454	L	8	255	46	A01045:715:HMN2KDSX2:3:1330:7491:28839,A01045:715:HMN2KDSX2:3:2549:15338:9956,A01045:715:HMN2KDSX2:3:2202:28754:33191	EWSR1
chr22	29282497	R	9	255	52	A01045:715:HMN2KDSX2:3:1213:23366:26804,A01045:715:HMN2KDSX2:3:1508:6027:33317,A01045:715:HMN2KDSX2:3:2456:24017:4914	EWSR1
chr22	29282531	L	5	255	27	A01045:715:HMN2KDSX2:3:2453:27471:14622,A01045:715:HMN2KDSX2:3:2103:14597:24987,A01045:715:HMN2KDSX2:3:2103:14271:25113	EWSR1
chr22	29282554	R	10	255	46	A01045:715:HMN2KDSX2:3:1663:15781:7310,A01045:715:HMN2KDSX2:3:1330:7491:28839,A01045:715:HMN2KDSX2:3:2549:15338:9956	EWSR1
chr22	29285120	L	2	255	43	A01045:715:HMN2KDSX2:3:1437:7337:28541,A01045:715:HMN2KDSX2:3:2561:2754:18411	EWSR1
chr22	29285143	R	5	255	30	A01045:715:HMN2KDSX2:3:1267:17210:18521,A01045:715:HMN2KDSX2:3:2561:2754:18411,A01045:715:HMN2KDSX2:3:1336:21278:33458	EWSR1
chr22	29286722	R	3	255	38	A01045:715:HMN2KDSX2:3:1122:19379:25629,A01045:715:HMN2KDSX2:3:1260:30888:10238,A01045:715:HMN2KDSX2:3:2103:32009:4131	EWSR1
chr22	29286922	L	7	255	79	A01045:715:HMN2KDSX2:3:1162:23502:12070,A01045:715:HMN2KDSX2:3:1641:2148:1861,A01045:715:HMN2KDSX2:3:1670:17056:3818	EWSR1
chr22	29286933	R	2	255	39	A01045:715:HMN2KDSX2:3:1218:3558:25755,A01045:715:HMN2KDSX2:3:1504:17291:20948	EWSR1
chr22	29286991	L	9	255	34	A01045:715:HMN2KDSX2:3:1506:30553:22341,A01045:715:HMN2KDSX2:3:1211:20627:2425,A01045:715:HMN2KDSX2:3:1148:25916:2660	EWSR1
chr22	29287024	R	9	255	53	A01045:715:HMN2KDSX2:3:2453:27471:14622,A01045:715:HMN2KDSX2:3:2103:14597:24987,A01045:715:HMN2KDSX2:3:2103:14271:25113	EWSR1
chr22	29287045	L	11	255	37	A01045:715:HMN2KDSX2:3:2634:9489:29575,A01045:715:HMN2KDSX2:3:2653:21215:24706,A01045:715:HMN2KDSX2:3:1374:7518:30076	EWSR1
chr22	29287069	R	10	255	88	A01045:715:HMN2KDSX2:3:2154:11342:33755,A01045:715:HMN2KDSX2:3:1203:30228:15389,A01045:715:HMN2KDSX2:3:1405:19515:2065	EWSR1
chr22	29287114	L	9	255	38	A01045:715:HMN2KDSX2:3:1644:16875:26804,A01045:715:HMN2KDSX2:3:2138:15628:14967,A01045:715:HMN2KDSX2:3:1524:6171:13683	EWSR1
chr22	29287127	R	23	255	44	A01045:715:HMN2KDSX2:3:1216:31575:1626,A01045:715:HMN2KDSX2:3:2342:24758:15217,A01045:715:HMN2KDSX2:3:2540:9706:32518	EWSR1
chr22	29287368	R	2	255	84	A01045:715:HMN2KDSX2:3:2314:14633:15969,A01045:715:HMN2KDSX2:3:2363:8947:23343	EWSR1
chr22	29287934	L	1	255	47	A01045:715:HMN2KDSX2:3:2215:13774:15859	EWSR1
chr22	29288036	R	1	255	47	A01045:715:HMN2KDSX2:3:2215:13774:15859	EWSR1
chr22	29288142	L	1	255	46	A01045:715:HMN2KDSX2:3:1338:19741:35744	EWSR1
chr22	29288245	R	1	255	46	A01045:715:HMN2KDSX2:3:1338:19741:35744	EWSR1
chr22	29288502	L	1	255	77	A01045:715:HMN2KDSX2:3:1121:15393:2754	EWSR1
chr22	29288633	L	1	255	84	A01045:715:HMN2KDSX2:3:2554:22525:11224	EWSR1
chr22	29288648	R	4	255	42	A01045:715:HMN2KDSX2:3:1538:10818:25269,A01045:715:HMN2KDSX2:3:1327:27823:4178,A01045:715:HMN2KDSX2:3:1252:24234:26835	EWSR1
chr22	29288686	R	15	255	48	A01045:715:HMN2KDSX2:3:1126:24587:27539,A01045:715:HMN2KDSX2:3:1459:18059:27226,A01045:715:HMN2KDSX2:3:1644:16875:26804	EWSR1
chr22	29288726	R	2	255	66	A01045:715:HMN2KDSX2:3:1120:9471:14231,A01045:715:HMN2KDSX2:3:1402:6289:3928	EWSR1
chr22	29288767	L	3	255	45	A01045:715:HMN2KDSX2:3:1122:5909:16110,A01045:715:HMN2KDSX2:3:1352:30011:31172,A01045:715:HMN2KDSX2:3:2543:24198:18662	EWSR1
chr22	29288835	L	1	255	37	A01045:715:HMN2KDSX2:3:2174:8495:34428	EWSR1
chr22	29288947	R	1	255	37	A01045:715:HMN2KDSX2:3:2174:8495:34428	EWSR1
chr22	29289005	R	1	255	25	A01045:715:HMN2KDSX2:3:1304:20410:10160	EWSR1
chr22	29289066	L	1	255	47	A01045:715:HMN2KDSX2:3:2158:31322:23829	EWSR1
chr22	29289115	R	8	255	42	A01045:715:HMN2KDSX2:3:1246:23131:3975,A01045:715:HMN2KDSX2:3:1571:5647:16094,A01045:715:HMN2KDSX2:3:2244:29514:36104	EWSR1
chr22	29289179	R	4	255	32	A01045:715:HMN2KDSX2:3:2158:31322:23829,A01045:715:HMN2KDSX2:3:1421:20952:36589,A01045:715:HMN2KDSX2:3:1103:24641:29324	EWSR1
chr22	29289276	L	2	255	58	A01045:715:HMN2KDSX2:3:1360:3794:13260,A01045:715:HMN2KDSX2:3:2108:31584:28541	EWSR1
chr22	29289332	L	3	255	29	A01045:715:HMN2KDSX2:3:1317:24334:24283,A01045:715:HMN2KDSX2:3:2655:5900:6918,A01045:715:HMN2KDSX2:3:2108:31584:28541	EWSR1
chr22	29289452	R	3	255	29	A01045:715:HMN2KDSX2:3:1317:24334:24283,A01045:715:HMN2KDSX2:3:2655:5900:6918,A01045:715:HMN2KDSX2:3:1361:26485:21684	EWSR1
chr22	29289490	L	1	255	26	A01045:715:HMN2KDSX2:3:1317:3893:11898	EWSR1
chr22	29289546	L	2	255	34	A01045:715:HMN2KDSX2:3:2538:3884:5869,A01045:715:HMN2KDSX2:3:2637:13069:26725	EWSR1
chr22	29289619	L	2	255	67	A01045:715:HMN2KDSX2:3:1630:23954:32643,A01045:715:HMN2KDSX2:3:1453:27218:21418	EWSR1
chr22	29289641	R	4	255	76	A01045:715:HMN2KDSX2:3:1317:3893:11898,A01045:715:HMN2KDSX2:3:2303:2709:6277,A01045:715:HMN2KDSX2:3:2647:6497:33630	EWSR1
chr22	29289683	R	3	255	29	A01045:715:HMN2KDSX2:3:2538:3884:5869,A01045:715:HMN2KDSX2:3:1378:20537:15953,A01045:715:HMN2KDSX2:3:2418:18105:23610	EWSR1
chr22	29289748	L	4	255	28	A01045:715:HMN2KDSX2:3:2374:19072:21402,A01045:715:HMN2KDSX2:3:1566:5294:2206,A01045:715:HMN2KDSX2:3:2616:30219:28682	EWSR1
chr22	29289869	R	4	255	28	A01045:715:HMN2KDSX2:3:2374:19072:21402,A01045:715:HMN2KDSX2:3:1566:5294:2206,A01045:715:HMN2KDSX2:3:2616:30219:28682	EWSR1
chr22	29289870	L	2	255	42	A01045:715:HMN2KDSX2:3:2249:32470:11663,A01045:715:HMN2KDSX2:3:1305:20292:31438	EWSR1
chr22	29289998	L	5	255	46	A01045:715:HMN2KDSX2:3:1444:3134:34319,A01045:715:HMN2KDSX2:3:1448:19000:11976,A01045:715:HMN2KDSX2:3:1456:5330:35243	EWSR1
chr22	29290008	R	2	255	49	A01045:715:HMN2KDSX2:3:1305:20292:31438,A01045:715:HMN2KDSX2:3:2505:4896:21308	EWSR1
chr22	29290043	L	2	255	36	A01045:715:HMN2KDSX2:3:1204:17562:14747,A01045:715:HMN2KDSX2:3:2532:20853:22075	EWSR1
chr22	29290105	R	4	255	40	A01045:715:HMN2KDSX2:3:1178:24505:14716,A01045:715:HMN2KDSX2:3:2344:29378:2707,A01045:715:HMN2KDSX2:3:1444:3134:34319	EWSR1
chr22	29290115	L	6	255	28	A01045:715:HMN2KDSX2:3:2157:29215:21778,A01045:715:HMN2KDSX2:3:1159:12644:9392,A01045:715:HMN2KDSX2:3:1117:16297:11898	EWSR1
chr22	29290156	R	3	255	36	A01045:715:HMN2KDSX2:3:1204:17562:14747,A01045:715:HMN2KDSX2:3:2532:20853:22075,A01045:715:HMN2KDSX2:3:2203:16749:3443	EWSR1
chr22	29290175	L	2	255	47	A01045:715:HMN2KDSX2:3:1221:17833:11052,A01045:715:HMN2KDSX2:3:2377:20012:31767	EWSR1
chr22	29290238	R	3	255	28	A01045:715:HMN2KDSX2:3:1117:16297:11898,A01045:715:HMN2KDSX2:3:1216:24894:15013,A01045:715:HMN2KDSX2:3:1448:21594:2190	EWSR1
chr22	29290256	L	4	255	56	A01045:715:HMN2KDSX2:3:2417:19217:18364,A01045:715:HMN2KDSX2:3:1632:9182:19272,A01045:715:HMN2KDSX2:3:2136:20600:31281	EWSR1
chr22	29290310	L	3	255	27	A01045:715:HMN2KDSX2:3:1151:28248:16752,A01045:715:HMN2KDSX2:3:2235:17888:20353,A01045:715:HMN2KDSX2:3:1346:13711:31062	EWSR1
chr22	29290432	R	4	255	36	A01045:715:HMN2KDSX2:3:1151:28248:16752,A01045:715:HMN2KDSX2:3:2235:17888:20353,A01045:715:HMN2KDSX2:3:1131:21197:36542	EWSR1
chr22	29290482	L	1	255	32	A01045:715:HMN2KDSX2:3:2514:4273:12367	EWSR1
chr22	29290506	R	1	255	89	A01045:715:HMN2KDSX2:3:1140:10700:3803	EWSR1
chr22	29290565	L	2	255	54	A01045:715:HMN2KDSX2:3:1620:13078:35947,A01045:715:HMN2KDSX2:3:1420:9462:33160	EWSR1
chr22	29290611	R	2	255	28	A01045:715:HMN2KDSX2:3:2514:4273:12367,A01045:715:HMN2KDSX2:3:1660:15040:4523	EWSR1
chr22	29290659	L	4	255	55	A01045:715:HMN2KDSX2:3:1547:7093:9706,A01045:715:HMN2KDSX2:3:1419:14027:23406,A01045:715:HMN2KDSX2:3:2611:16224:6010	EWSR1
chr22	29290767	L	9	255	41	A01045:715:HMN2KDSX2:3:2144:25916:6355,A01045:715:HMN2KDSX2:3:2117:9191:28056,A01045:715:HMN2KDSX2:3:2212:23818:23077	EWSR1
chr22	29290770	R	3	255	38	A01045:715:HMN2KDSX2:3:2254:32353:18411,A01045:715:HMN2KDSX2:3:1419:14027:23406,A01045:715:HMN2KDSX2:3:2611:16224:6010	EWSR1
chr22	29290837	L	6	255	69	A01045:715:HMN2KDSX2:3:1668:25373:15843,A01045:715:HMN2KDSX2:3:2562:30472:25113,A01045:715:HMN2KDSX2:3:2548:21685:23985	EWSR1
chr22	29290901	R	7	255	41	A01045:715:HMN2KDSX2:3:2144:25916:6355,A01045:715:HMN2KDSX2:3:1262:24062:34679,A01045:715:HMN2KDSX2:3:1151:1524:21637	EWSR1
chr22	29290903	L	3	255	52	A01045:715:HMN2KDSX2:3:1448:13241:3474,A01045:715:HMN2KDSX2:3:1337:4616:15875,A01045:715:HMN2KDSX2:3:2363:17101:19680	EWSR1
chr22	29290928	L	14	255	61	A01045:715:HMN2KDSX2:3:1257:7211:27853,A01045:715:HMN2KDSX2:3:1545:14281:1329,A01045:715:HMN2KDSX2:3:1637:16875:35822	EWSR1
chr22	29290933	R	6	255	28	A01045:715:HMN2KDSX2:3:1403:27172:32017,A01045:715:HMN2KDSX2:3:1658:27950:2143,A01045:715:HMN2KDSX2:3:2672:26657:7451	EWSR1
chr22	29291012	L	4	255	62	A01045:715:HMN2KDSX2:3:2453:2682:9549,A01045:715:HMN2KDSX2:3:2607:5620:6183,A01045:715:HMN2KDSX2:3:2127:9254:3333	EWSR1
chr22	29291017	R	4	255	60	A01045:715:HMN2KDSX2:3:1452:15573:11772,A01045:715:HMN2KDSX2:3:2511:18349:25160,A01045:715:HMN2KDSX2:3:2217:30201:36166	EWSR1
chr22	29291070	L	5	255	31	A01045:715:HMN2KDSX2:3:1211:25464:26052,A01045:715:HMN2KDSX2:3:1565:4526:34726,A01045:715:HMN2KDSX2:3:2348:2989:24893	EWSR1
chr22	29291081	R	2	255	55	A01045:715:HMN2KDSX2:3:1162:30002:1626,A01045:715:HMN2KDSX2:3:2104:10719:33301	EWSR1
chr22	29291140	L	4	255	38	A01045:715:HMN2KDSX2:3:2310:10990:29512,A01045:715:HMN2KDSX2:3:1451:7808:26381,A01045:715:HMN2KDSX2:3:1672:29505:25191	EWSR1
chr22	29291142	R	4	255	84	A01045:715:HMN2KDSX2:3:1618:14091:33536,A01045:715:HMN2KDSX2:3:2607:5620:6183,A01045:715:HMN2KDSX2:3:1374:30337:28667	EWSR1
chr22	29291202	R	6	255	53	A01045:715:HMN2KDSX2:3:2652:6406:19601,A01045:715:HMN2KDSX2:3:1314:1615:22639,A01045:715:HMN2KDSX2:3:2137:3929:9643	EWSR1
chr22	29291211	L	1	255	49	A01045:715:HMN2KDSX2:3:2156:2989:29997	EWSR1
chr22	29291241	R	3	255	48	A01045:715:HMN2KDSX2:3:1451:7808:26381,A01045:715:HMN2KDSX2:3:1672:29505:25191,A01045:715:HMN2KDSX2:3:1356:28239:1986	EWSR1
chr22	29291277	L	4	255	57	A01045:715:HMN2KDSX2:3:1237:29044:24862,A01045:715:HMN2KDSX2:3:1553:13440:21574,A01045:715:HMN2KDSX2:3:2572:24786:14450	EWSR1
chr22	29291319	R	2	255	44	A01045:715:HMN2KDSX2:3:1122:2492:7216,A01045:715:HMN2KDSX2:3:2341:23231:7654	EWSR1
chr22	29291354	L	5	255	55	A01045:715:HMN2KDSX2:3:1114:4390:11162,A01045:715:HMN2KDSX2:3:2260:16631:26005,A01045:715:HMN2KDSX2:3:2260:16631:26005	EWSR1
chr22	29291416	R	10	255	66	A01045:715:HMN2KDSX2:3:1314:14407:19867,A01045:715:HMN2KDSX2:3:1459:20528:13150,A01045:715:HMN2KDSX2:3:2572:24786:14450	EWSR1
chr22	29291451	R	2	255	24	A01045:715:HMN2KDSX2:3:2116:1181:8735,A01045:715:HMN2KDSX2:3:2102:30029:35336	EWSR1
chr22	29291464	L	10	255	33	A01045:715:HMN2KDSX2:3:1448:30508:19601,A01045:715:HMN2KDSX2:3:2627:15329:7905,A01045:715:HMN2KDSX2:3:2115:1145:19132	EWSR1
chr22	29291503	L	7	255	50	A01045:715:HMN2KDSX2:3:2119:2998:2049,A01045:715:HMN2KDSX2:3:1205:30626:10629,A01045:715:HMN2KDSX2:3:2102:16523:32142	EWSR1
