chrom	pos	side	support	median_mapq	median_cliplen	example_reads	genes
chr21	32601978	R	5	255	58	A01045:715:HMN2KDSX2:3:1202:30129:11177,A01045:715:HMN2KDSX2:3:1302:28574:35477,A01045:715:HMN2KDSX2:3:1436:24080:18208	CFAP298
chr21	32602272	L	4	255	23	A01045:715:HMN2KDSX2:3:1333:4815:20071,A01045:715:HMN2KDSX2:3:2222:26268:10880,A01045:715:HMN2KDSX2:3:2222:27010:28761	CFAP298
chr21	32602304	R	5	255	40	A01045:715:HMN2KDSX2:3:2413:25301:20854,A01045:715:HMN2KDSX2:3:2413:25301:20854,A01045:715:HMN2KDSX2:3:1666:32841:35978	CFAP298
chr21	32602336	L	1	255	44	A01045:715:HMN2KDSX2:3:1475:31340:10394	CFAP298
chr21	32602361	R	5	255	36	A01045:715:HMN2KDSX2:3:1258:14534:5932,A01045:715:HMN2KDSX2:3:2660:10628:28948,A01045:715:HMN2KDSX2:3:1472:29270:5212	CFAP298
chr21	32602968	R	1	255	30	A01045:715:HMN2KDSX2:3:1505:32913:23735	CFAP298
chr21	32603161	L	3	255	49	A01045:715:HMN2KDSX2:3:1575:19533:31939,A01045:715:HMN2KDSX2:3:2275:17210:9940,A01045:715:HMN2KDSX2:3:2148:15420:33364	CFAP298
chr21	32603191	R	3	255	22	A01045:715:HMN2KDSX2:3:1560:10420:24612,A01045:715:HMN2KDSX2:3:2222:26268:10880,A01045:715:HMN2KDSX2:3:2222:27010:28761	CFAP298
chr21	32603225	L	3	255	90	A01045:715:HMN2KDSX2:3:2108:3712:17534,A01045:715:HMN2KDSX2:3:2264:5321:7420,A01045:715:HMN2KDSX2:3:2122:2184:1611	CFAP298
chr21	32603234	R	1	255	44	A01045:715:HMN2KDSX2:3:1475:31340:10394	CFAP298
chr21	32603295	R	1	255	78	A01045:715:HMN2KDSX2:3:1306:20726:1939	CFAP298
chr21	32603549	R	1	255	64	A01045:715:HMN2KDSX2:3:1662:1497:14043	CFAP298
chr21	32604145	L	10	255	34	A01045:715:HMN2KDSX2:3:2542:24252:14591,A01045:715:HMN2KDSX2:3:2570:32434:26600,A01045:715:HMN2KDSX2:3:1672:26802:28181	CFAP298
chr21	32604177	R	1	255	74	A01045:715:HMN2KDSX2:3:2542:24252:14591	CFAP298
chr21	32604189	L	2	255	24	A01045:715:HMN2KDSX2:3:1231:6650:9157,A01045:715:HMN2KDSX2:3:2662:1470:28150	CFAP298
chr21	32604267	L	3	255	30	A01045:715:HMN2KDSX2:3:2226:26467:35368,A01045:715:HMN2KDSX2:3:2101:15320:25300,A01045:715:HMN2KDSX2:3:1361:5801:11694	CFAP298
chr21	32604271	R	5	255	28	A01045:715:HMN2KDSX2:3:2460:17427:28917,A01045:715:HMN2KDSX2:3:1672:26802:28181,A01045:715:HMN2KDSX2:3:1261:2826:25989	CFAP298
chr21	32607660	L	1	255	22	A01045:715:HMN2KDSX2:3:2506:6524:19774	CFAP298
chr21	32607660	R	3	255	22	A01045:715:HMN2KDSX2:3:1327:26395:30483,A01045:715:HMN2KDSX2:3:1327:26992:31391,A01045:715:HMN2KDSX2:3:1231:6650:9157	CFAP298
chr21	32607718	R	5	255	73	A01045:715:HMN2KDSX2:3:2226:26467:35368,A01045:715:HMN2KDSX2:3:1265:20157:22373,A01045:715:HMN2KDSX2:3:2274:2437:23030	CFAP298
chr21	32609838	L	5	255	29	A01045:715:HMN2KDSX2:3:1151:27444:21684,A01045:715:HMN2KDSX2:3:1326:29704:21089,A01045:715:HMN2KDSX2:3:2103:27977:5822	CFAP298
chr21	32609879	R	2	255	28	A01045:715:HMN2KDSX2:3:2101:15320:25300,A01045:715:HMN2KDSX2:3:1361:5801:11694	CFAP298
chr21	32609906	L	5	255	34	A01045:715:HMN2KDSX2:3:1216:9507:23437,A01045:715:HMN2KDSX2:3:1328:10628:11350,A01045:715:HMN2KDSX2:3:2143:9552:31313	CFAP298
chr21	32610005	R	8	255	89	A01045:715:HMN2KDSX2:3:2214:4255:3098,A01045:715:HMN2KDSX2:3:2254:17074:22514,A01045:715:HMN2KDSX2:3:2254:14561:23140	CFAP298
chr21	32612110	L	7	255	43	A01045:715:HMN2KDSX2:3:1239:4255:23703,A01045:715:HMN2KDSX2:3:1424:26648:10254,A01045:715:HMN2KDSX2:3:1469:22092:12665	CFAP298
chr21	32612132	R	6	255	35	A01045:715:HMN2KDSX2:3:1216:9507:23437,A01045:715:HMN2KDSX2:3:1328:10628:11350,A01045:715:HMN2KDSX2:3:2143:9552:31313	CFAP298
chr21	32612192	L	3	255	77	A01045:715:HMN2KDSX2:3:1573:26982:31344,A01045:715:HMN2KDSX2:3:2373:25843:23891,A01045:715:HMN2KDSX2:3:1439:15872:15546	CFAP298
chr21	32612231	R	3	255	43	A01045:715:HMN2KDSX2:3:1105:31873:14231,A01045:715:HMN2KDSX2:3:2105:32560:14293,A01045:715:HMN2KDSX2:3:1654:8196:19413	CFAP298
chr21	32612287	L	1	255	32	A01045:715:HMN2KDSX2:3:1122:6361:1955	CFAP298
chr21	32612369	L	1	255	39	A01045:715:HMN2KDSX2:3:2114:13467:17268	CFAP298
chr21	32612439	L	3	255	50	A01045:715:HMN2KDSX2:3:1126:7536:4773,A01045:715:HMN2KDSX2:3:1224:30382:14340,A01045:715:HMN2KDSX2:3:2103:24080:12414	CFAP298
chr21	32612482	R	2	255	72	A01045:715:HMN2KDSX2:3:1649:27425:9533,A01045:715:HMN2KDSX2:3:1427:13494:10770	CFAP298
chr21	32612538	R	2	255	50	A01045:715:HMN2KDSX2:3:1126:7536:4773,A01045:715:HMN2KDSX2:3:1224:30382:14340	CFAP298
chr21	32628899	L	2	255	48	A01045:715:HMN2KDSX2:3:2251:3911:4194,A01045:715:HMN2KDSX2:3:2449:22064:27899	SYNJ1
chr21	32629000	R	2	255	48	A01045:715:HMN2KDSX2:3:2251:3911:4194,A01045:715:HMN2KDSX2:3:2449:22064:27899	SYNJ1
chr21	32629059	L	1	255	31	A01045:715:HMN2KDSX2:3:1629:19569:14090	SYNJ1
chr21	32629151	L	1	255	39	A01045:715:HMN2KDSX2:3:1247:12590:16063	SYNJ1
chr21	32629177	R	1	255	31	A01045:715:HMN2KDSX2:3:1629:19569:14090	SYNJ1
chr21	32629236	L	1	255	70	A01045:715:HMN2KDSX2:3:2102:32072:35712	SYNJ1
chr21	32629261	R	1	255	39	A01045:715:HMN2KDSX2:3:1247:12590:16063	SYNJ1
chr21	32629942	L	3	255	99	A01045:715:HMN2KDSX2:3:1277:28818:22748,A01045:715:HMN2KDSX2:3:1372:32136:8766,A01045:715:HMN2KDSX2:3:1601:22073:11350	SYNJ1
chr21	32630041	R	1	255	28	A01045:715:HMN2KDSX2:3:1277:28818:22748	SYNJ1
chr21	32630234	L	1	255	47	A01045:715:HMN2KDSX2:3:1115:13693:3662	SYNJ1
chr21	32630323	L	1	255	52	A01045:715:HMN2KDSX2:3:1308:29957:10191	SYNJ1
chr21	32631685	L	2	255	66	A01045:715:HMN2KDSX2:3:1468:20916:17456,A01045:715:HMN2KDSX2:3:1566:31033:19132	SYNJ1
chr21	32644709	L	1	255	26	A01045:715:HMN2KDSX2:3:1454:18891:1548	SYNJ1
chr21	32644832	R	1	255	26	A01045:715:HMN2KDSX2:3:1454:18891:1548	SYNJ1
chr21	32645594	L	2	255	23	A01045:715:HMN2KDSX2:3:1378:26332:35759,A01045:715:HMN2KDSX2:3:2671:2889:28980	SYNJ1
chr21	32645720	R	2	255	23	A01045:715:HMN2KDSX2:3:1378:26332:35759,A01045:715:HMN2KDSX2:3:2671:2889:28980	SYNJ1
chr21	32656898	R	2	255	47	A01045:715:HMN2KDSX2:3:1469:12834:34272,A01045:715:HMN2KDSX2:3:1107:8838:5212	SYNJ1
chr21	32683935	L	1	255	29	A01045:715:HMN2KDSX2:3:2319:32714:31626	SYNJ1
chr21	32684175	R	4	255	77	A01045:715:HMN2KDSX2:3:1505:26178:31579,A01045:715:HMN2KDSX2:3:1561:28854:19742,A01045:715:HMN2KDSX2:3:2428:6289:32988	SYNJ1
chr21	32685106	L	2	255	38	A01045:715:HMN2KDSX2:3:2236:2618:25410,A01045:715:HMN2KDSX2:3:2411:3034:8437	SYNJ1
chr21	32687072	L	1	255	56	A01045:715:HMN2KDSX2:3:2206:1533:21308	SYNJ1
chr21	32711406	L	1	255	71	A01045:715:HMN2KDSX2:3:1626:14407:29356	SYNJ1
chr21	32721643	R	1	255	59	A01045:715:HMN2KDSX2:3:1226:31313:31579	SYNJ1
chr21	32732657	R	2	255	40	A01045:715:HMN2KDSX2:3:1116:8910:16673,A01045:715:HMN2KDSX2:3:1116:8052:16595	
chr21	32733976	L	1	255	34	A01045:715:HMN2KDSX2:3:1150:28212:21574	PAXBP1
chr21	32734090	L	5	255	54	A01045:715:HMN2KDSX2:3:1328:19633:12821,A01045:715:HMN2KDSX2:3:1312:31774:10645,A01045:715:HMN2KDSX2:3:2127:15167:7936	PAXBP1
chr21	32734091	R	1	255	34	A01045:715:HMN2KDSX2:3:1150:28212:21574	PAXBP1
chr21	32734200	L	2	255	36	A01045:715:HMN2KDSX2:3:1369:13657:11647,A01045:715:HMN2KDSX2:3:1121:26558:27320	PAXBP1
chr21	32734205	R	2	255	32	A01045:715:HMN2KDSX2:3:1312:31774:10645,A01045:715:HMN2KDSX2:3:2127:15167:7936	PAXBP1
chr21	32734300	L	3	255	21	A01045:715:HMN2KDSX2:3:1207:18647:15499,A01045:715:HMN2KDSX2:3:1359:11957:15875,A01045:715:HMN2KDSX2:3:2665:4878:17300	PAXBP1
chr21	32734322	R	1	255	25	A01045:715:HMN2KDSX2:3:1369:13657:11647	PAXBP1
chr21	32734382	L	3	255	43	A01045:715:HMN2KDSX2:3:2106:7916:1986,A01045:715:HMN2KDSX2:3:1106:21820:11068,A01045:715:HMN2KDSX2:3:1463:2483:21887	PAXBP1
chr21	32734421	R	5	255	79	A01045:715:HMN2KDSX2:3:2508:9697:27649,A01045:715:HMN2KDSX2:3:2405:16586:11898,A01045:715:HMN2KDSX2:3:2532:28474:22936	PAXBP1
chr21	32734470	R	8	255	41	A01045:715:HMN2KDSX2:3:2665:4878:17300,A01045:715:HMN2KDSX2:3:1117:3540:10191,A01045:715:HMN2KDSX2:3:1463:1362:21668	PAXBP1
chr21	32734517	L	2	255	78	A01045:715:HMN2KDSX2:3:2144:21115:8281,A01045:715:HMN2KDSX2:3:2102:1054:8672	PAXBP1
chr21	32734600	L	4	255	90	A01045:715:HMN2KDSX2:3:1245:24994:23578,A01045:715:HMN2KDSX2:3:2546:8323:5384,A01045:715:HMN2KDSX2:3:2331:6831:5776	PAXBP1
chr21	32734658	L	5	255	58	A01045:715:HMN2KDSX2:3:1158:16902:13260,A01045:715:HMN2KDSX2:3:1158:16902:13260,A01045:715:HMN2KDSX2:3:2311:31647:6793	PAXBP1
chr21	32734658	R	1	255	71	A01045:715:HMN2KDSX2:3:1106:28519:14121	PAXBP1
chr21	32734751	L	1	255	46	A01045:715:HMN2KDSX2:3:2576:25500:13056	PAXBP1
chr21	32734814	R	1	255	21	A01045:715:HMN2KDSX2:3:2576:25500:13056	PAXBP1
chr21	32734905	L	1	255	58	A01045:715:HMN2KDSX2:3:1220:22724:1078	PAXBP1
chr21	32734997	L	5	255	43	A01045:715:HMN2KDSX2:3:1216:30752:8688,A01045:715:HMN2KDSX2:3:1517:19678:26052,A01045:715:HMN2KDSX2:3:2622:16378:1611	PAXBP1
chr21	32735068	R	4	255	81	A01045:715:HMN2KDSX2:3:1160:32208:2253,A01045:715:HMN2KDSX2:3:1365:18114:19586,A01045:715:HMN2KDSX2:3:2658:19506:29575	PAXBP1
chr21	32735221	L	1	255	45	A01045:715:HMN2KDSX2:3:2366:21061:16454	PAXBP1
chr21	32735230	R	1	255	23	A01045:715:HMN2KDSX2:3:1109:31928:2456	PAXBP1
chr21	32735492	R	1	255	83	A01045:715:HMN2KDSX2:3:1332:13340:36933	PAXBP1
chr21	32735594	R	1	255	50	A01045:715:HMN2KDSX2:3:1405:13096:24706	PAXBP1
chr21	32736064	R	1	255	76	A01045:715:HMN2KDSX2:3:2118:15971:10207	PAXBP1
chr21	32736097	L	1	255	24	A01045:715:HMN2KDSX2:3:1325:25870:3803	PAXBP1
chr21	32736221	R	1	255	25	A01045:715:HMN2KDSX2:3:1325:25870:3803	PAXBP1
chr21	32737261	L	2	255	54	A01045:715:HMN2KDSX2:3:1648:7491:8484,A01045:715:HMN2KDSX2:3:1236:15067:9518	PAXBP1
chr21	32737295	R	4	255	43	A01045:715:HMN2KDSX2:3:2304:15293:27414,A01045:715:HMN2KDSX2:3:1216:30752:8688,A01045:715:HMN2KDSX2:3:1419:23556:4304	PAXBP1
chr21	32737967	L	1	255	31	A01045:715:HMN2KDSX2:3:1211:18340:11616	PAXBP1
chr21	32738285	L	2	255	46	A01045:715:HMN2KDSX2:3:1131:23357:15984,A01045:715:HMN2KDSX2:3:1675:29179:34334	PAXBP1
chr21	32738331	L	1	255	27	A01045:715:HMN2KDSX2:3:1124:19596:28510	PAXBP1
chr21	32738864	L	1	255	43	A01045:715:HMN2KDSX2:3:1365:26576:35243	PAXBP1
chr21	32738970	R	1	255	43	A01045:715:HMN2KDSX2:3:1365:26576:35243	PAXBP1
chr21	32739373	L	1	255	59	A01045:715:HMN2KDSX2:3:1501:24243:29763	PAXBP1
chr21	32739517	L	6	255	21	A01045:715:HMN2KDSX2:3:1464:3097:21480,A01045:715:HMN2KDSX2:3:1571:29387:5885,A01045:715:HMN2KDSX2:3:2130:26992:33739	PAXBP1
chr21	32739644	R	6	255	21	A01045:715:HMN2KDSX2:3:1464:3097:21480,A01045:715:HMN2KDSX2:3:1571:29387:5885,A01045:715:HMN2KDSX2:3:2130:26992:33739	PAXBP1
chr21	32739696	R	1	255	63	A01045:715:HMN2KDSX2:3:2205:32588:27273	PAXBP1
chr21	32739829	R	1	255	73	A01045:715:HMN2KDSX2:3:2523:22896:12931	PAXBP1
chr21	32739939	L	7	255	27	A01045:715:HMN2KDSX2:3:1407:22444:25300,A01045:715:HMN2KDSX2:3:2403:12472:20462,A01045:715:HMN2KDSX2:3:1204:30716:24064	PAXBP1
chr21	32740827	R	1	255	21	A01045:715:HMN2KDSX2:3:1415:4345:16845	PAXBP1
chr21	32743265	R	2	255	20	A01045:715:HMN2KDSX2:3:1455:11162:11898,A01045:715:HMN2KDSX2:3:2568:24388:33677	PAXBP1
chr21	32743729	R	3	255	96	A01045:715:HMN2KDSX2:3:1131:23357:15984,A01045:715:HMN2KDSX2:3:1115:3260:9142,A01045:715:HMN2KDSX2:3:1529:6994:13166	PAXBP1
chr21	32743756	R	2	255	52	A01045:715:HMN2KDSX2:3:2411:22037:25848,A01045:715:HMN2KDSX2:3:1148:13476:34006	PAXBP1
chr21	32744451	L	1	255	27	A01045:715:HMN2KDSX2:3:1628:13169:16282	PAXBP1
chr21	32744789	L	3	255	48	A01045:715:HMN2KDSX2:3:2107:12319:23390,A01045:715:HMN2KDSX2:3:2163:26847:11819,A01045:715:HMN2KDSX2:3:2274:8133:7091	PAXBP1
chr21	32744848	L	1	255	31	A01045:715:HMN2KDSX2:3:1545:16080:14465	PAXBP1
chr21	32744919	R	1	255	66	A01045:715:HMN2KDSX2:3:2624:13250:12790	PAXBP1
chr21	32745602	L	3	255	34	A01045:715:HMN2KDSX2:3:2666:19226:25895,A01045:715:HMN2KDSX2:3:1263:4616:15029,A01045:715:HMN2KDSX2:3:1553:21965:29888	PAXBP1
chr21	32745626	R	1	255	31	A01045:715:HMN2KDSX2:3:1545:16080:14465	PAXBP1
chr21	32745723	R	2	255	61	A01045:715:HMN2KDSX2:3:2102:4399:32033,A01045:715:HMN2KDSX2:3:2665:2139:4351	PAXBP1
chr21	32747107	L	1	255	29	A01045:715:HMN2KDSX2:3:1539:3830:20337	PAXBP1
chr21	32748498	L	1	255	70	A01045:715:HMN2KDSX2:3:1576:19714:24862	PAXBP1
chr21	32748512	R	2	255	28	A01045:715:HMN2KDSX2:3:1263:4616:15029,A01045:715:HMN2KDSX2:3:1553:21965:29888	PAXBP1
chr21	32748560	L	1	255	46	A01045:715:HMN2KDSX2:3:2269:26684:22654	PAXBP1
chr21	32748636	L	2	255	30	A01045:715:HMN2KDSX2:3:1419:14027:8218,A01045:715:HMN2KDSX2:3:1419:13259:2315	PAXBP1
chr21	32748663	R	1	255	46	A01045:715:HMN2KDSX2:3:2269:26684:22654	PAXBP1
chr21	32748695	L	1	255	26	A01045:715:HMN2KDSX2:3:2431:27552:30013	PAXBP1
chr21	32750823	L	1	255	36	A01045:715:HMN2KDSX2:3:2254:17562:12336	PAXBP1
chr21	32750919	L	1	255	32	A01045:715:HMN2KDSX2:3:1605:7229:18521	PAXBP1
chr21	32750936	R	1	255	36	A01045:715:HMN2KDSX2:3:2254:17562:12336	PAXBP1
chr21	32751013	L	3	255	41	A01045:715:HMN2KDSX2:3:2601:10511:32471,A01045:715:HMN2KDSX2:3:2347:1606:18740,A01045:715:HMN2KDSX2:3:2644:20374:34867	PAXBP1
chr21	32751032	R	1	255	20	A01045:715:HMN2KDSX2:3:2203:11803:23938	PAXBP1
chr21	32751127	L	2	255	58	A01045:715:HMN2KDSX2:3:1642:26332:17127,A01045:715:HMN2KDSX2:3:2578:21694:21057	PAXBP1
chr21	32751136	R	2	255	35	A01045:715:HMN2KDSX2:3:2431:27552:30013,A01045:715:HMN2KDSX2:3:1419:13259:2315	PAXBP1
chr21	32751213	R	2	255	47	A01045:715:HMN2KDSX2:3:1642:26332:17127,A01045:715:HMN2KDSX2:3:2153:14434:3505	PAXBP1
chr21	32751512	R	3	255	91	A01045:715:HMN2KDSX2:3:1337:3387:6386,A01045:715:HMN2KDSX2:3:1363:1768:2769,A01045:715:HMN2KDSX2:3:2330:30156:21465	PAXBP1
chr21	32751893	L	2	255	38	A01045:715:HMN2KDSX2:3:1367:7826:21089,A01045:715:HMN2KDSX2:3:1506:18539:36010	PAXBP1
chr21	32752004	R	2	255	38	A01045:715:HMN2KDSX2:3:1367:7826:21089,A01045:715:HMN2KDSX2:3:1506:18539:36010	PAXBP1
chr21	32752164	L	1	255	42	A01045:715:HMN2KDSX2:3:2456:28854:17550	PAXBP1
chr21	32752252	R	2	255	36	A01045:715:HMN2KDSX2:3:2501:28049:28776,A01045:715:HMN2KDSX2:3:2456:28854:17550	PAXBP1
chr21	32752407	L	9	255	54	A01045:715:HMN2KDSX2:3:2245:4463:35775,A01045:715:HMN2KDSX2:3:1654:22489:6370,A01045:715:HMN2KDSX2:3:2359:8829:25582	PAXBP1
chr21	32752430	L	1	255	43	A01045:715:HMN2KDSX2:3:1535:27914:15702	PAXBP1
chr21	32752831	L	4	255	36	A01045:715:HMN2KDSX2:3:1149:31855:5181,A01045:715:HMN2KDSX2:3:1465:5141:4570,A01045:715:HMN2KDSX2:3:1601:28546:17581	PAXBP1
chr21	32752930	L	1	255	48	A01045:715:HMN2KDSX2:3:2215:28456:32737	PAXBP1
chr21	32753447	R	1	255	77	A01045:715:HMN2KDSX2:3:1670:30752:35524	PAXBP1
chr21	32755328	R	1	255	59	A01045:715:HMN2KDSX2:3:2267:1208:33865	PAXBP1
chr21	32755554	L	3	255	59	A01045:715:HMN2KDSX2:3:1144:3396:9752,A01045:715:HMN2KDSX2:3:1351:2826:3912,A01045:715:HMN2KDSX2:3:1351:3079:3912	PAXBP1
chr21	32755706	R	2	255	91	A01045:715:HMN2KDSX2:3:1631:32777:22122,A01045:715:HMN2KDSX2:3:1433:32136:32503	PAXBP1
chr21	32755858	L	2	255	61	A01045:715:HMN2KDSX2:3:2405:3450:12540,A01045:715:HMN2KDSX2:3:2405:3369:12587	PAXBP1
chr21	32757393	R	1	255	60	A01045:715:HMN2KDSX2:3:2534:10728:14841	PAXBP1
chr21	32758360	L	1	255	52	A01045:715:HMN2KDSX2:3:2117:2139:4539	PAXBP1
chr21	32758664	R	1	255	32	A01045:715:HMN2KDSX2:3:1202:7717:20932	PAXBP1
chr21	32759296	R	10	255	52	A01045:715:HMN2KDSX2:3:1209:25174:20259,A01045:715:HMN2KDSX2:3:1209:26549:21386,A01045:715:HMN2KDSX2:3:1310:1922:25582	PAXBP1
chr21	32759331	R	1	255	34	A01045:715:HMN2KDSX2:3:1517:14109:25801	PAXBP1
chr21	32759461	L	1	255	30	A01045:715:HMN2KDSX2:3:2438:28339:23265	PAXBP1
chr21	32759772	L	1	255	61	A01045:715:HMN2KDSX2:3:2306:7175:20462	PAXBP1
chr21	32759860	R	1	255	28	A01045:715:HMN2KDSX2:3:2306:7175:20462	PAXBP1
chr21	32761109	L	2	255	62	A01045:715:HMN2KDSX2:3:1101:30472:17785,A01045:715:HMN2KDSX2:3:1142:26476:26897	PAXBP1
chr21	32761165	R	2	255	31	A01045:715:HMN2KDSX2:3:1101:30472:17785,A01045:715:HMN2KDSX2:3:1142:26476:26897	PAXBP1
chr21	32762177	L	3	255	86	A01045:715:HMN2KDSX2:3:1614:4029:26381,A01045:715:HMN2KDSX2:3:1218:15302:2127,A01045:715:HMN2KDSX2:3:2231:32633:26850	PAXBP1
chr21	32762274	L	2	255	38	A01045:715:HMN2KDSX2:3:1256:31855:25504,A01045:715:HMN2KDSX2:3:1441:27019:30279	PAXBP1
chr21	32762274	R	2	255	40	A01045:715:HMN2KDSX2:3:1614:4029:26381,A01045:715:HMN2KDSX2:3:2406:20663:21778	PAXBP1
chr21	32762912	L	2	255	77	A01045:715:HMN2KDSX2:3:1350:1479:12383,A01045:715:HMN2KDSX2:3:2135:25337:17534	PAXBP1
chr21	32764365	L	2	255	73	A01045:715:HMN2KDSX2:3:2428:32579:10034,A01045:715:HMN2KDSX2:3:1609:20600:23140	PAXBP1
chr21	32764415	R	2	255	38	A01045:715:HMN2KDSX2:3:1441:27019:30279,A01045:715:HMN2KDSX2:3:1256:31855:25504	PAXBP1
chr21	32769882	L	7	255	33	A01045:715:HMN2KDSX2:3:2360:14199:19351,A01045:715:HMN2KDSX2:3:2360:13422:21668,A01045:715:HMN2KDSX2:3:2367:30418:12305	PAXBP1
chr21	32771429	L	9	255	39	A01045:715:HMN2KDSX2:3:2502:24858:9659,A01045:715:HMN2KDSX2:3:2540:22607:30906,A01045:715:HMN2KDSX2:3:1624:12093:21590	PAXBP1
chr21	32771455	L	4	255	50	A01045:715:HMN2KDSX2:3:2402:14922:32471,A01045:715:HMN2KDSX2:3:2402:19732:34444,A01045:715:HMN2KDSX2:3:1540:20085:36714	PAXBP1
chr21	32771597	R	3	255	32	A01045:715:HMN2KDSX2:3:1451:3658:4194,A01045:715:HMN2KDSX2:3:1451:4001:2628,A01045:715:HMN2KDSX2:3:2226:23077:2378	PAXBP1
chr21	32771640	R	2	255	21	A01045:715:HMN2KDSX2:3:2452:18719:17910,A01045:715:HMN2KDSX2:3:2123:23728:31501	PAXBP1
chr21	32771726	R	1	255	21	A01045:715:HMN2KDSX2:3:2121:3549:13182	PAXBP1
chr21	32782974	L	2	255	67	A01045:715:HMN2KDSX2:3:1266:19669:9784,A01045:715:HMN2KDSX2:3:2653:22480:18850	C21orf62-AS1
chr21	32787888	R	1	255	28	A01045:715:HMN2KDSX2:3:1257:16776:19680	C21orf62-AS1
chr21	32788237	L	1	255	35	A01045:715:HMN2KDSX2:3:2348:32009:16814	C21orf62-AS1
chr21	32788333	L	1	255	45	A01045:715:HMN2KDSX2:3:1164:25870:28635	C21orf62-AS1
chr21	32788351	R	1	255	35	A01045:715:HMN2KDSX2:3:2348:32009:16814	C21orf62-AS1
chr21	32788437	R	1	255	45	A01045:715:HMN2KDSX2:3:1164:25870:28635	C21orf62-AS1
chr21	32791123	L	3	255	85	A01045:715:HMN2KDSX2:3:1465:5195:28651,A01045:715:HMN2KDSX2:3:1626:27001:31876,A01045:715:HMN2KDSX2:3:2232:20238:35509	C21orf62
chr21	32791735	L	1	255	50	A01045:715:HMN2KDSX2:3:2207:32136:24424	C21orf62
chr21	32799765	R	1	255	58	A01045:715:HMN2KDSX2:3:2253:5819:25128	C21orf62
chr21	32808257	L	3	255	38	A01045:715:HMN2KDSX2:3:1256:22914:7106,A01045:715:HMN2KDSX2:3:1201:7120:5494,A01045:715:HMN2KDSX2:3:1537:6741:1391	C21orf62
chr21	32808368	R	1	255	36	A01045:715:HMN2KDSX2:3:1201:7120:5494	C21orf62
chr21	32810555	L	1	255	42	A01045:715:HMN2KDSX2:3:2318:23204:28181	C21orf62
chr21	32810662	R	1	255	42	A01045:715:HMN2KDSX2:3:2318:23204:28181	C21orf62
chr21	32823107	R	2	255	29	A01045:715:HMN2KDSX2:3:1572:10375:1924,A01045:715:HMN2KDSX2:3:2651:10393:15264	
chr21	32947685	L	2	255	22	A01045:715:HMN2KDSX2:3:1220:15555:23359,A01045:715:HMN2KDSX2:3:1425:13123:8938	
chr21	33023451	R	2	255	59	A01045:715:HMN2KDSX2:3:1264:14534:2832,A01045:715:HMN2KDSX2:3:1264:14434:4883	
chr21	33065783	L	1	255	23	A01045:715:HMN2KDSX2:3:1258:16414:1172	
chr21	33070291	R	1	255	49	A01045:715:HMN2KDSX2:3:1661:26449:13636	
chr21	33070393	R	1	255	80	A01045:715:HMN2KDSX2:3:1606:12120:10958	
chr21	33070980	L	1	255	28	A01045:715:HMN2KDSX2:3:2218:2410:33285	
chr21	33070995	R	5	255	69	A01045:715:HMN2KDSX2:3:1432:25825:15812,A01045:715:HMN2KDSX2:3:1275:31060:15358,A01045:715:HMN2KDSX2:3:2540:1696:26475	
chr21	33078414	L	1	255	29	A01045:715:HMN2KDSX2:3:2612:13123:1736	
chr21	33078534	R	1	255	29	A01045:715:HMN2KDSX2:3:2612:13123:1736	
chr21	33191515	R	1	255	35	A01045:715:HMN2KDSX2:3:1474:7835:15060	
chr21	33195447	R	1	255	27	A01045:715:HMN2KDSX2:3:1411:27579:3975	
chr21	33229922	L	1	255	39	A01045:715:HMN2KDSX2:3:1463:13557:22435	
chr21	33230026	L	3	255	83	A01045:715:HMN2KDSX2:3:1178:2501:4131,A01045:715:HMN2KDSX2:3:1662:8386:3615,A01045:715:HMN2KDSX2:3:2104:5864:35603	
chr21	33230032	R	1	255	39	A01045:715:HMN2KDSX2:3:1463:13557:22435	
chr21	33230158	L	1	255	44	A01045:715:HMN2KDSX2:3:1231:26332:25332	
chr21	33230216	R	3	255	88	A01045:715:HMN2KDSX2:3:2344:28754:2096,A01045:715:HMN2KDSX2:3:1267:3794:34710,A01045:715:HMN2KDSX2:3:2212:1253:16720	
chr21	33230246	L	2	255	66	A01045:715:HMN2KDSX2:3:1461:15582:32894,A01045:715:HMN2KDSX2:3:1147:2727:36432	
chr21	33230352	L	1	255	24	A01045:715:HMN2KDSX2:3:1443:6433:5494	
chr21	33230359	R	1	255	46	A01045:715:HMN2KDSX2:3:1147:2727:36432	
chr21	33230540	R	1	255	31	A01045:715:HMN2KDSX2:3:2616:7898:13354	
chr21	33230872	L	2	255	48	A01045:715:HMN2KDSX2:3:1632:26802:31093,A01045:715:HMN2KDSX2:3:1265:25870:24314	
chr21	33230980	R	1	255	26	A01045:715:HMN2KDSX2:3:1632:26802:31093	
chr21	33231283	R	2	255	43	A01045:715:HMN2KDSX2:3:2251:6714:10770,A01045:715:HMN2KDSX2:3:2251:6714:10770	
chr21	33231327	L	1	255	33	A01045:715:HMN2KDSX2:3:2450:2492:3396	
chr21	33232133	R	1	255	95	A01045:715:HMN2KDSX2:3:2268:24542:17190	
chr21	33232466	L	2	255	23	A01045:715:HMN2KDSX2:3:1207:4652:13996,A01045:715:HMN2KDSX2:3:1275:20238:36667	
chr21	33232592	R	2	255	23	A01045:715:HMN2KDSX2:3:1207:4652:13996,A01045:715:HMN2KDSX2:3:1275:20238:36667	
